iter	Logloss
331	0.001941333285
332	0.001941328273
333	0.001941321553
334	0.001941319092
335	0.001941314366
336	0.001941310143
337	0.001941310107
338	0.001941307458
339	0.001941300011
340	0.001941291193
341	0.001941243952
342	0.001941235596
343	0.001941228286
344	0.001941217724
345	0.001941186771
346	0.001941157028
347	0.001941152749
348	0.001941152359
349	0.001941152055
350	0.001941149307
351	0.001941147478
352	0.001941147349
353	0.001941147513
354	0.00194114678
355	0.001941145487
356	0.0019411431
357	0.001941141956
358	0.001941140046
359	0.001941140046
360	0.001941137396
361	0.001941133129
362	0.001941133129
363	0.001941126055
364	0.001941119344
365	0.001941057497
366	0.001941049406
367	0.001941044212
368	0.001941041482
369	0.001941023993
370	0.001940976907
371	0.001940976907
372	0.001940976907
373	0.001940975095
374	0.001940970247
375	0.0019409666
376	0.001940962589
377	0.001940959959
378	0.001940959959
379	0.001940955653
380	0.00194095152
381	0.001940944824
382	0.001940936997
383	0.00194090681
384	0.001940902266
385	0.001940895296
386	0.001940869845
387	0.001940864221
388	0.001940857313
389	0.00194085349
390	0.00194085349
391	0.00194085349
392	0.00194085349
393	0.00194085349
394	0.00194085349
395	0.001940846788
396	0.001940843242
397	0.001940843242
398	0.001940844705
399	0.00194082752
400	0.00194082752
401	0.001940792415
402	0.00194079047
403	0.001940785895
404	0.001940785895
405	0.001940785895
406	0.001940728483
407	0.001940716459
408	0.001940709156
409	0.001940709156
410	0.001940709156
411	0.001940709156
412	0.001940709156
413	0.001940709156
414	0.001940709156
415	0.001940709156
416	0.001940709156
417	0.001940709156
418	0.001940709156
419	0.001940709156
420	0.001940699957
421	0.001940699957
422	0.001940699957
423	0.001940699957
424	0.001940699957
425	0.001940699957
426	0.001940699957
427	0.001940699957
428	0.00194065756
429	0.00194065756
430	0.00194065756
431	0.00194065756
432	0.001940616601
433	0.001940616601
434	0.001940613189
435	0.001940613189
436	0.001940613189
437	0.001940613189
438	0.001940613189
439	0.001940613189
440	0.001940613189
441	0.001940613189
442	0.001940613189
443	0.001940613189
444	0.001940613189
445	0.001940613189
446	0.001940613189
447	0.001940613189
448	0.001940613189
449	0.001940613189
450	0.001940613189
451	0.001940613189
452	0.001940613189
453	0.001940613189
454	0.001940613189
455	0.001940613189
456	0.001940608621
457	0.001940607191
458	0.001940607191
459	0.001940607191
460	0.001940607191
461	0.001940572385
462	0.001940572385
463	0.001940572385
464	0.001940572385
465	0.001940572385
466	0.001940572385
467	0.001940572385
468	0.001940572385
469	0.001940572385
470	0.001940572385
471	0.001940572385
472	0.001940572385
473	0.001940572385
474	0.001940572385
475	0.001940572385
476	0.001940570791
477	0.001940570791
478	0.001940570791
479	0.001940570791
480	0.001940570791
481	0.001940570791
482	0.001940571682
483	0.001940571682
484	0.001940571682
485	0.001940571682
486	0.001940571682
487	0.001940571682
488	0.001940571682
489	0.001940571682
490	0.001940571682
491	0.001940571682
492	0.001940571682
493	0.001940571682
494	0.001940571682
495	0.001940571682
496	0.001940571682
497	0.001940571908
498	0.001940571908
499	0.001940571908
500	0.001940571908
501	0.001940571908
502	0.001940571908
503	0.001940571908
504	0.001940571908
505	0.001940571908
506	0.001940571908
507	0.001940571908
508	0.001940571908
509	0.001940571908
510	0.001940571908
511	0.001940571908
512	0.001940570809
513	0.001940570809
514	0.001940570809
515	0.001940570809
516	0.001940570809
517	0.001940570809
518	0.001940570809
519	0.001940570809
520	0.001940570809
521	0.001940570809
522	0.001940570809
523	0.001940570809
524	0.001940570809
525	0.001940570809
526	0.001940570809
527	0.001940570809
528	0.001940570809
529	0.001940570809
530	0.001940570809
531	0.001940570809
532	0.001940570809
533	0.001940570809
534	0.001940570809
535	0.001940570809
536	0.001940570809
537	0.001940570809
538	0.001940570809
539	0.001940570809
540	0.001940570809
541	0.001940570809
542	0.001940570809
543	0.001940570809
544	0.001940570809
545	0.001940570809
546	0.001940570809
547	0.001940570809
548	0.001940570809
549	0.001940570809
550	0.001940570809
551	0.001940570809
552	0.001940570809
553	0.001940570809
554	0.001940570809
555	0.001940570809
556	0.001940570809
557	0.001940570809
558	0.001940570809
559	0.001940570809
560	0.001940570809
561	0.001940570809
562	0.001940570809
563	0.001940570809
564	0.001940570809
565	0.001940570809
566	0.001940570809
567	0.001940570809
568	0.001940570809
569	0.001940570809
570	0.001940570809
571	0.001940570809
572	0.001940570809
573	0.001940570809
574	0.001940570809
575	0.001940570809
576	0.001940570809
577	0.001940569261
578	0.001940569261
579	0.001940569261
580	0.001940569261
581	0.001940569261
582	0.001940569261
583	0.001940569261
584	0.001940569261
585	0.001940569261
586	0.001940569261
587	0.001940569261
588	0.001940569261
589	0.001940569261
590	0.001940569261
591	0.001940569261
592	0.001940569261
593	0.001940569261
594	0.001940569261
595	0.001940569261
596	0.001940569261
597	0.001940569261
598	0.001940569261
599	0.001940569261
600	0.001940569261
601	0.001940569261
602	0.001940569261
603	0.001940569261
604	0.001940569261
605	0.001940569261
606	0.001940569261
607	0.001940569261
608	0.001940569261
609	0.001940569261
610	0.001940569261
611	0.001940569261
612	0.001940569261
613	0.001940569261
614	0.001940569261
615	0.001940569261
616	0.001940569261
617	0.001940569261
618	0.001940569261
619	0.001940569261
620	0.001940569261
621	0.001940569261
622	0.001940569261
623	0.001940569261
624	0.001940569261
625	0.001940569261
626	0.001940569261
627	0.001940569261
628	0.001940569261
629	0.001940569261
630	0.001940569261
631	0.001940569261
632	0.001940569261
633	0.001940569261
634	0.001940569261
635	0.001940568486
636	0.001940568486
637	0.001940568486
638	0.001940568486
639	0.001940568486
640	0.001940568486
641	0.001940568486
642	0.001940568486
643	0.001940568486
644	0.001940568486
645	0.001940568486
646	0.001940568486
647	0.001940567086
648	0.001940567086
649	0.001940567086
650	0.001940567086
651	0.001940567086
652	0.001940567086
653	0.001940567086
654	0.001940567086
655	0.001940567086
656	0.001940567086
657	0.001940567086
658	0.001940566338
659	0.001940566338
660	0.001940566338
661	0.001940566338
662	0.001940566338
663	0.001940566338
664	0.001940566338
665	0.001940566338
666	0.001940566338
667	0.001940566338
668	0.001940566338
669	0.001940566338
670	0.001940566338
671	0.001940566338
672	0.001940566338
673	0.001940566338
674	0.001940566338
675	0.001940566338
676	0.001940566338
677	0.001940566338
678	0.001940566338
679	0.001940566338
680	0.001940524467
681	0.001940526046
682	0.001940526046
683	0.001940526046
684	0.001940526046
685	0.001940526046
686	0.001940526046
687	0.001940526046
688	0.001940526046
689	0.001940526046
690	0.001940526046
691	0.001940526046
692	0.001940526046
693	0.001940526046
694	0.001940526046
695	0.001940526046
696	0.001940526046
697	0.001940526046
698	0.001940526046
699	0.001940526046
700	0.001940526046
701	0.001940526046
702	0.001940526046
703	0.001940526046
704	0.001940526046
705	0.001940526046
706	0.001940526046
707	0.001940526046
708	0.001940526046
709	0.001940526046
710	0.001940526046
711	0.001940526046
712	0.001940526046
713	0.001940526046
714	0.001940526046
715	0.001940526046
716	0.001940526046
717	0.001940526046
718	0.001940526046
719	0.001940526046
720	0.001940526046
721	0.001940526046
722	0.001940526046
723	0.001940526046
724	0.001940510065
725	0.001940501873
726	0.001940501873
727	0.001940501873
728	0.001940501873
729	0.001940501873
730	0.001940501873
731	0.001940501873
732	0.001940501873
733	0.001940501873
734	0.001940501873
735	0.001940501873
736	0.001940501873
737	0.001940501873
738	0.001940501873
739	0.001940501873
740	0.001940501873
741	0.001940501873
742	0.001940501873
743	0.001940501873
744	0.001940501873
745	0.001940501873
746	0.001940501873
747	0.001940501873
748	0.001940501873
749	0.001940501873
750	0.001940501873
751	0.001940501873
752	0.001940501873
753	0.001940501873
754	0.001940501873
755	0.001940501873
756	0.001940501873
757	0.001940501873
758	0.001940501873
759	0.001940501873
760	0.001940501873
761	0.001940501873
762	0.001940501873
763	0.001940501873
764	0.001940501873
765	0.001940501873
766	0.001940501873
767	0.001940501873
768	0.001940501873
769	0.001940495245
770	0.001940486711
771	0.001940486955
772	0.001940486955
773	0.001940486955
774	0.001940486955
775	0.001940486955
776	0.001940486955
777	0.001940486955
778	0.001940486955
779	0.001940486955
780	0.001940486955
781	0.001940486955
782	0.001940486955
783	0.001940486955
784	0.001940486955
785	0.001940484667
786	0.001940484667
787	0.001940484667
788	0.001940484667
789	0.001940484667
790	0.001940484667
791	0.001940484667
792	0.001940484667
793	0.001940482911
794	0.001940482911
795	0.001940482911
796	0.001940482911
797	0.001940482911
798	0.001940482911
799	0.001940482911
800	0.001940482911
801	0.001940482911
802	0.001940482911
803	0.001940482911
804	0.001940482911
805	0.001940482911
806	0.001940482911
807	0.001940482911
808	0.001940482911
809	0.001940482911
810	0.001940482911
811	0.001940482911
812	0.001940482911
813	0.001940482911
814	0.001940482911
815	0.001940482911
816	0.001940482911
817	0.001940482911
818	0.001940482911
819	0.001940482911
820	0.001940482911
821	0.001940482911
822	0.001940482911
823	0.001940482911
824	0.001940482911
825	0.001940482911
826	0.001940482911
827	0.001940482911
828	0.001940482911
829	0.001940482911
830	0.001940482911
831	0.001940482911
832	0.001940482911
833	0.001940482911
834	0.001940482911
835	0.001940482911
836	0.001940482911
837	0.001940482911
838	0.001940482911
839	0.001940482911
840	0.001940482911
841	0.001940482911
842	0.001940482911
843	0.001940482911
844	0.001940482911
845	0.001940482911
846	0.001940482911
847	0.001940482911
848	0.001940482911
849	0.001940482911
850	0.001940482911
851	0.001940482911
852	0.001940482911
853	0.001940482911
854	0.001940482911
855	0.001940482911
856	0.001940482911
857	0.001940482911
858	0.001940482911
859	0.001940482911
860	0.001940482911
861	0.001940482911
862	0.001940482911
863	0.001940482911
864	0.001940482911
865	0.001940482911
866	0.001940482911
867	0.001940482911
868	0.001940482911
869	0.001940482911
870	0.001940482911
871	0.001940482911
872	0.001940482911
873	0.001940482911
874	0.001940482911
875	0.001940482911
876	0.001940482911
877	0.001940482911
878	0.001940482911
879	0.001940482911
880	0.001940482911
881	0.001940482911
882	0.001940482911
883	0.001940482911
884	0.001940482911
885	0.001940482911
886	0.001940482911
887	0.001940482911
888	0.001940482911
889	0.001940482911
890	0.001940482911
891	0.001940482911
892	0.001940482911
893	0.001940482911
894	0.001940482911
895	0.001940482911
896	0.001940482911
897	0.001940482911
898	0.001940482911
899	0.001940482911
900	0.001940482911
901	0.001940482911
902	0.001940482911
903	0.001940482911
904	0.001940482911
905	0.001940482911
906	0.001940482911
907	0.001940482911
908	0.001940482911
909	0.001940482911
910	0.001940482911
911	0.001940482911
912	0.001940482911
913	0.001940482911
914	0.001940482911
915	0.001940482911
916	0.001940482911
917	0.001940482911
918	0.001940482911
919	0.001940482911
920	0.001940482911
921	0.001940482911
922	0.001940482911
923	0.001940482911
924	0.001940482911
925	0.001940482911
926	0.001940482911
927	0.001940482911
928	0.001940482911
929	0.001940482911
930	0.001940482911
931	0.001940482911
932	0.001940482911
933	0.001940482911
934	0.001940482911
935	0.001940482911
936	0.001940482911
937	0.001940482911
938	0.001940482911
939	0.001940482911
940	0.001940482911
941	0.001940482911
942	0.001940482911
943	0.001940482911
944	0.001940482911
945	0.001940482911
946	0.001940482911
947	0.001940482911
948	0.001940482911
949	0.001940482911
950	0.001940482911
951	0.001940482911
952	0.001940482911
953	0.001940482911
954	0.001940482911
955	0.001940482911
956	0.001940482911
957	0.001940482911
958	0.001940482911
959	0.001940482911
960	0.001940482911
961	0.001940482911
962	0.001940482911
963	0.001940482911
964	0.001940482911
965	0.001940482911
966	0.00194048236
967	0.00194048236
968	0.00194048236
969	0.00194048236
970	0.00194048236
971	0.00194048236
972	0.00194048236
973	0.00194048236
974	0.00194048236
975	0.00194048236
976	0.00194048236
977	0.00194048236
978	0.00194048236
979	0.00194048236
980	0.00194048236
981	0.00194048236
982	0.00194048236
983	0.00194048236
984	0.00194048236
985	0.00194048236
986	0.00194048236
987	0.00194048236
988	0.00194048236
989	0.00194048236
990	0.00194048236
991	0.00194048236
992	0.00194048236
993	0.00194048236
994	0.00194048236
995	0.00194048236
996	0.00194048236
997	0.00194048236
998	0.00194048236
999	0.00194048236
